zone,practice_id,practice_name,speciality,monetisable_txns,practice_reference_id
hsr layout,879670,Dr. Levine Memorial Hospital,ENT; General Dentistry; General Gynecology; General Physician; General Surgeon; Neurologist; Orthopaedics; Urologist,19,5d153041-5ed2-43bc-9a14-6e3162cdeda6
hsr layout,1138025,Jayashree Multispeciality Hospital,General Alt Medicine; General Gynecology; General Pediatrics; General Physician; General Surgeon; Nephrologist; Neurologist; Pulmonologist,19,6c37c6ce-c72c-457c-8f01-aad78d8d1641
hsr layout,630840,Prasad Eye Hospital,General Ophthalmology,19,c589d4fe-c0e9-4bd2-96da-e57c82369ff3
hsr layout,1385086,Prasad's Medcure,General Physician,19,12142057-98a3-42ea-8f05-ea4495a5b678
hsr layout,1306213,Prima Wellness Centre,Orthopaedics,19,020fcc23-1308-439a-9519-586c354fa115
hsr layout,1311576,Rehabics Physiotherapy,Physiotherapist,19,9b4a7b37-8799-4b9f-8d9b-0f5fcad80a8a
hsr layout,1595878,"Sakra World Hospital, Bangalore",Audiologist; Cardiologist; ENT; Endocrinologist; Gastroenterologist; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Nephrologist; Neurologist; Orthopaedics; Urologist; Veterinarian,18,72c76adc-9e88-497a-ac0f-fab1e5d587a7
hsr layout,1263416,The Smile Architect Dental Care,General Dentistry,18,348f51e9-8b4e-4669-97d4-554f4694df78
hsr layout,1274953,Dr. Levine's Memorial Hospital Unit-2,General Alt Medicine; General Pediatrics; General Physician,18,3d869cde-3d96-4259-b837-5312a390b904
hsr layout,648850,Dental de Care,General Dentistry,18,b8d08caf-56db-46d2-812c-e5959faf0630
hsr layout,660564,Smile Elements Dental,General Dentistry,18,5bed805e-93c7-4cc3-a492-1965b6a4c61a
hsr layout,656467,Kosmix Dental Clinic,General Dentistry,18,202fa1d0-6104-4b4b-a452-c190baefb925
hsr layout,1106454,Teethling Dental Care,General Dentistry,18,1508c559-ecbc-4dce-8c44-7bc465b2f507
hsr layout,1138189,Pranav Eye Clinic,General Ophthalmology,18,ba80cc46-6ca0-4e14-b5be-00bfd82e6c71
hsr layout,2168039,Anvaya Health,General Pediatrics; General Psychiatry,18,71ab60b0-a484-44dd-856a-05146e8da874
hsr layout,1399567,The Urban Physio Care Physiotherapy & Rehab Centre,Physiotherapist,18,a55fc13e-07b9-4b1a-823f-6c208cf8c98a
hsr layout,1132972,Beena's Mom & Baby Clinic,Cardiologist; General Dermatology; General Gynecology,17,f55e0535-4567-4d3a-8396-546336d0dbea
hsr layout,1067398,Add-on Scans & Labs,Cardiologist; General Gynecology; Orthopaedics; Radiology,17,b5a387df-4fd4-4279-b6fd-c34edce8f32c
hsr layout,686573,Murthy Health and Research Center,ENT; Speech Therapist,17,11078065-6c52-41b1-a6b0-8e8d9513d2b7
hsr layout,1464184,Dr.Dharam's Skin O Hair Clinic,General Dermatology,17,31a6df9f-1fb7-4907-9c63-3fd109668e7c
hsr layout,684087,Shenoy's Clinic,General Pediatrics,17,cbd48534-42f8-4de9-9837-6ef178ad2ca8
hsr layout,2076353,The Unplugged Self  Clinic,General Psychiatry,17,04d03e69-ef29-46ae-b8ad-57f6b3e08838
hsr layout,1466564,Even Clinic,General Surgeon; Orthopaedics,17,5a2b882e-93d3-49bf-99ea-91993e568f94
hsr layout,984074,Prashanth Hospital,ENT; General Gynecology; General Physician; General Psychiatry; Orthopaedics,16,acc2b9cb-415e-4acc-b708-78e3b6c57f79
hsr layout,1593715,"Narayana Multispeciality Clinic, Sarjapura, Bangalore",Cardiologist; ENT,16,771e9411-ff7c-4121-8ed7-641d5980d2e2
hsr layout,1445820,Ekana Hospitals,Cosmetic/Plastic Surgeon; ENT; General Gynecology; General Pediatrics; General Physician; Orthopaedics; Urologist,16,b15d921e-76b4-4560-8e8c-ec7d9a5ce68c
hsr layout,666047,Smruthi ENT And  Multispeciality Center,ENT; General Surgeon,16,5f2439ae-5374-4f19-ab08-80d7109f1181
hsr layout,663397,"SK TruDerma Skin, Hair, Laser & Hair transplantation centre",General Dermatology,16,aae3ab2c-c1df-4d80-921d-259b72176ab1
hsr layout,1133982,Vitals Skin and Hair Klinic,General Dermatology; General Gynecology,16,a8070aed-6e5d-41de-8ec8-fc364bee26d5
hsr layout,706429,Think Skin,General Dermatology,16,86d53389-f58b-49d5-88b2-cfae6626d8bf
hsr layout,1320732,Stuti Skin Hair & Laser Clinic,General Dermatology,16,0d88f92c-236a-4734-a783-681152d016d8
hsr layout,722341,Nisa Multispeciality Clinics,General Gynecology; General Physician,16,ddad5ca2-0a51-45fd-805a-2647a86de196
hsr layout,1281654,Clinique Health Tree,General Gynecology; General Pediatrics; General Physician,16,e8229fee-106c-4b8f-af1e-1a2f962a8f6e
hsr layout,1440753,Manoshanti,General Physician; General Psychiatry,16,aeaabc32-b043-4611-b49a-b98be8942117
hsr layout,767922,Sri Sai Ram Hospital,Cardiologist; ENT; General Alt Medicine; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Neurologist; Orthopaedics; Pulmonologist; Radiology; Urologist,15,faebd3fc-b61f-4e8f-8271-b4f2d2cbff19
hsr layout,1144514,Creative Existence Actualized,General Alt Medicine; General Psychiatry,15,0c2e0ab2-27bb-480d-ae33-99696163d7eb
hsr layout,1156662,HSR Skin Hair and Cosmetology clinic,General Dermatology,15,a3fd6184-17c1-4e82-bfbf-a97115b64cb3
hsr layout,675944,"Sharada Woman, Child and Skin Care Centre",General Gynecology,15,23e73193-607d-4157-bbd7-2d0575c643f7
hsr layout,1457886,Spectra Vision Eye Clinic,General Ophthalmology,15,b339f4bd-fb23-40ef-855f-ed8c2b540bf5
hsr layout,1273647,Aatman - Mental & Emotional Well-being,General Psychiatry,15,c87b8688-5274-48df-8292-2251b4a1285a
hsr layout,649946,The Reach Clinic,General Psychiatry,15,412bee9b-9aca-4017-902b-fdc7ded25b1e
hsr layout,1262356,Narayana Hrudayalaya Multi Speciality Clinic,General Psychiatry,15,e1c31339-05e2-420e-8a0d-209fe4536f2c
hsr layout,2083950,N.Jithendran Clinic,Orthopaedics,15,ebac6f16-bd15-497a-9a20-0650a6d75d50
hsr layout,1209558,Therapywise Clinic,Physiotherapist,15,833736c4-0d69-4e93-a78a-26dd3dcb0d24
hsr layout,1210836,Apollo clinic,Cardiologist; General Dentistry; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Nephrologist; Oncologist; Physiotherapist; Radiology; Urologist,14,007d05e0-034d-45dd-8684-d8f72828ae62
hsr layout,635288,Residence Cum Clinic,ENT,14,38d89dc1-82ed-484a-9a95-122ba617e12a
hsr layout,1145480,RxDx Healthcare,ENT; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; Physiotherapist; Pulmonologist,14,13025410-f4d0-4775-92be-91df4107a8fe
hsr layout,1147418,Keva Ayurveda,General Alt Medicine,14,edb7683e-9994-4cf4-b8bf-dc42c064f79c
hsr layout,1180647,Apollo Spectra Hospital,General Alt Medicine; General Dentistry; General Ophthalmology; General Physician; General Psychiatry; Orthopaedics; Urologist,14,eb6b357b-058c-40bc-a960-2d9870d8cad0
hsr layout,1413921,Bangalore Dental Specialists,General Dentistry,14,3397e33f-e1b2-40ab-805e-7b2c819c9cab
hsr layout,1177213,Smylife Dental,General Dentistry,14,dfdcdaaa-5c72-4a58-b7c4-c9829a95ffc8
hsr layout,2079545,Dr Goswami's Clinic,General Psychiatry,14,899dd895-3539-470d-a329-fc2c09d16377
hsr layout,1305017,Anand Homeopathy Multispeciality Clinic,Homeopathy,14,bd5238ae-c04d-44b8-bf68-a42fe07e27c0
hsr layout,753338,Amrita Homeopathy,Homeopathy,14,4a82f7f8-7673-4abd-aedd-e353f39849bd
hsr layout,1233834,Quantum Physiotherapy Clinic,Physiotherapist,14,7af6af66-250f-4a4a-9f68-621241e4f14f
hsr layout,1109193,Shree Vaishnavi Heart Centre Multi Speciality Clinic,Cardiologist; Dietitian; General Dermatology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Oncologist; Orthopaedics; Radiology; Urologist,13,f7684140-e993-4f3c-bf60-232fe94171d8
hsr layout,1395332,Dr. Priyanka's Diet Doc,Dietitian,13,c00ddf0e-5f77-457d-8ecd-d47700e6ccaf
hsr layout,1159858,Kareem ENT & Multi-Speciality Centre,ENT,13,540bcd0d-5b61-437c-9e1f-dcb3b759c093
hsr layout,653085,Keva Ayurveda Healthcare Pvt Ltd,General Alt Medicine,13,94bb5fcd-231a-4e84-8620-68beea9bfd98
hsr layout,1450284,S.K Women's Clinic,General Gynecology,13,25de3757-ffdc-48cc-8708-6abf8de59302
hsr layout,892922,Stuti Fertility and Women Clinic,General Gynecology; Urologist,13,b1f1890a-2dd2-466d-a3fa-80710fbc6c0e
hsr layout,1168425,Icchaa Fertility Solutions and Diagnostics,General Gynecology; General Physician,13,56a1ad0e-23bb-4fec-b62b-e5cbe1f84437
hsr layout,1196525,Swasthya Women Care,General Gynecology,13,0cdbcf88-d9a5-4cdb-8d96-81746f0cc282
hsr layout,1717001,Dr Keerthi Basavaraj Clinic,General Physician,13,d0ceefbf-e47d-4afe-84bb-3414b1b8b068
hsr layout,1418729,Nationcare Homeoclinik,Homeopathy,13,271ff987-0fbf-484d-a026-fa69657e7338
hsr layout,1299409,Bone and Joint Consult Clinic,Orthopaedics,13,13a802c1-8574-455f-bfce-0978683b96b4
hsr layout,1209525,Dr Prashanth Ortho Care,Orthopaedics,13,86d3f43d-aaad-4b8b-8024-e130724534bc
hsr layout,711661,Impact Physiotherapy & Pain Management Clinic,Dietitian; Physiotherapist,12,41a75cf8-c46b-41f8-b161-95daa4228055
hsr layout,2178625,Anaya Liver and Gastro Care,Gastroenterologist; General Physician; Radiology,12,ff9168a9-7a13-4559-bb68-fd3dbba4b992
hsr layout,1265351,Atlas Chiropractic And Wellness,General Alt Medicine,12,37f4ef24-6e63-46fb-8401-f673f70d08e7
hsr layout,1400400,Dr. Reshmi's Kid Dentistry and Family Dental Care,General Dentistry,12,f4c6dfed-eeae-462e-8c80-90eb450b8cc0
hsr layout,1133823,Smile Care Orthodontic Center & Multispeciality Dental Clinic,General Dentistry,12,9578adc2-5c50-46da-866a-ff6a64910156
hsr layout,1101087,Child Central Clinic,General Dentistry; General Pediatrics,12,2e77de9e-8ef3-4218-aaa6-3043ccdb5dfe
hsr layout,1143065,Kids Dentist,General Dentistry,12,ef41fcd0-63f1-4855-b1e1-e237ee19b249
hsr layout,1208895,Dent - O - Care Multispeciality Dental Clinic,General Dentistry,12,31d25e27-ba96-48fb-924f-ba204879d77d
hsr layout,836660,Srushti Hospital,General Gynecology; General Pediatrics,12,f37ddf5e-527d-48c0-bbef-38fbe2599261
hsr layout,1590478,"Nelivigi Eye Hospital, Bangalore",General Ophthalmology,12,8357c8cf-9018-4e24-8cf9-5cc15e4869e3
hsr layout,1597866,BabyMD - The Children's Clinic,General Pediatrics; General Psychiatry; Physiotherapist; Speech Therapist,12,eb29dce4-58e8-4a52-935a-e30e36db9854
hsr layout,1152083,Tiny Tots Clinic,General Pediatrics,12,33c33524-48a1-41db-8f95-adeca46ee5a0
hsr layout,1469118,Asha Hospital and Research Centre,General Physician; Orthopaedics,12,d73396f0-7e66-4cee-bfdd-4758097db73e
hsr layout,1438526,Heal Touch Speacility Clinic,Nephrologist,12,ec4a95d9-3dcd-4d21-8966-4ff2a5e3dda4
hsr layout,1596174,"Nerve Care, Bengaluru, Bangalore",Neurologist,12,408023b7-87f5-4a0c-a64e-1689e0b023ee
hsr layout,663043,V Cure Clinics and Diagnostics,Orthopaedics,12,913990e5-bf8d-41ad-9d55-cb0a14f4eb28
hsr layout,1429030,REHABICS PHYSIOTHERAPY,Physiotherapist,12,29e10265-f0ce-40a3-aca5-b8bfa89b322c
hsr layout,840881,My Pet's Choice,Veterinarian,12,c2930874-33d3-43c9-b381-007ba211cfa9
hsr layout,1238091,Apollo Clinic,Cardiologist; Dietitian; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Radiology,11,f697261c-f15c-4961-a78b-31a48b01b6ad
hsr layout,753941,Sri Sai Dental & ENT Care Centre,ENT; General Dentistry,11,04c1b081-6a24-4c73-b842-24693e1817cf
hsr layout,1147031,Hospitec Multi Speciality Hospital,ENT; General Dentistry; General Gynecology; General Pediatrics; General Physician; Urologist,11,93e0a099-609d-4392-9fc6-1181b9f04866
hsr layout,850514,Vinayaka Sai Dental Clinic,General Dentistry,11,69bfe1bd-2d6e-4095-8310-c71c2aa62202
hsr layout,1232416,Achala Dental Clinic & Implant Centre,General Dentistry,11,cf03d310-f8f0-44cf-89bd-e20629d91d7c
hsr layout,616346,Derma Clear,General Dermatology,11,81c8855b-81ba-4c7b-90bb-b7c22170a342
hsr layout,1137284,Birla Fertility & IVF | Baby Science IVF,General Gynecology,11,57cdc0e6-d64f-4eaa-8a02-93ad2f43b291
hsr layout,1267656,Birth And Beyond Clinic,General Gynecology,11,29050329-cf3a-46db-9418-4b872735a22d
hsr layout,1680382,Ovum Clinic And Day Care Centre,General Gynecology; General Pediatrics,11,d4210a3f-7817-4cce-96d1-eeaf20896320
hsr layout,1107966,Care Clinic,General Gynecology,11,b51c6ae7-3a3a-4616-abe8-a6e3e6b3454c
hsr layout,1423550,Eye Can Clinic,General Ophthalmology,11,789d4e46-746d-4335-b392-70ed4e4d4191
hsr layout,634080,Mother and Child Care Clinic,General Pediatrics,11,90aba32f-32d2-4eaa-a817-a8f0d67e7e59
hsr layout,1327476,Pediatrician India,General Pediatrics,11,2e6c05b0-6244-4122-9f97-ef29c550e3da
hsr layout,736477,Patients First - A Unit of Shraddha Health Care,General Physician,11,5d2deac9-2683-417a-b251-78ae31be7107
hsr layout,690357,GMS Healthcare And Diagnostics,General Physician,11,99383d38-1492-4c6d-ba64-a5f6a76a2fdd
hsr layout,1423034,Sugar.fit Diabetes Centres for Excellence,General Physician,11,c6e70391-9190-4769-8860-d1bf39dc50e9
hsr layout,628725,MS Homeopathic Medical Centre,Homeopathy,11,ab6b617b-b045-491a-9132-79ccf21b1c9b
hsr layout,738204,Orthopeadic and Spine Clinic,Orthopaedics,11,8e7f53ac-4ce0-4fe6-924b-02fc8ceeee12
hsr layout,1439774,Movementology Clinics,Physiotherapist,11,1c0e6e52-1502-4248-8bf7-8fac184b2ec2
hsr layout,1358866,Teatree Hospital & Diagnostics Centre,ENT; General Dentistry; General Gynecology; General Pediatrics; General Physician; General Surgeon; Radiology,10,694fd319-1774-485b-b78d-3fcdfa535ac0
hsr layout,727265,Ittina Wellness - Dental Clinic & Implant Centre,General Dentistry,10,8f88bc2c-da81-4699-9d25-3af127beb0cd
hsr layout,1256622,Dr Agarwal's Eye Hospital,General Ophthalmology,10,8f8b0ac0-26cf-4283-b953-2c0b0ddca637
hsr layout,628984,Kids Care and Family Clinic,General Pediatrics,10,a8009360-281b-4758-939b-b9f8be356283
hsr layout,1101076,Dr. Santosh Clinic,General Pediatrics,10,d7660d38-2966-404c-92fc-748c1de479cc
hsr layout,684752,Dr Govind's Medical and Diabetes Centre,General Physician,10,f29f97fb-198d-4a56-a74a-ef47e94b736c
hsr layout,1052884,Narayana Multispeciality Hospital,General Physician; Veterinarian,10,687a98ca-e890-4ea1-acba-3589fd3e8a34
hsr layout,1238643,Samvith Neuropsychiatric Centre pvt. ltd.,General Psychiatry,10,5b8288bc-f74e-4e0c-a43a-f9f3c1d5cdad
hsr layout,2082076,YANA Health Scans and Labs,Radiology,10,3eb9f682-f946-4334-b33f-52ceb1bd2f16
hsr layout,1146209,Apollo clinic,Cardiologist; Dietitian; ENT; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Nephrologist; Radiology,9,8f742b0d-258e-459a-99aa-912d3054e2eb
hsr layout,1348935,Evexia Diagnostic Centre,Cardiologist; General Physician; Orthopaedics,9,afabe12e-a3ab-4096-962b-7f1fc28277a8
hsr layout,1159101,Parkmed,ENT; General Dentistry; General Dermatology; General Gynecology; General Physician; General Psychiatry; Veterinarian,9,f519744e-22fd-4c7f-ad3a-f1a94f6c7d13
hsr layout,1257093,Santhigiri Ayurveda Hospital,General Alt Medicine,9,d98baded-8695-4629-b171-126c60243a60
hsr layout,2080828,Bangalore Orthodontics,General Dentistry,9,bb434474-0463-4928-89e9-0eac8b89b503
hsr layout,1238757,My Dentist,General Dentistry,9,ad157247-34df-47d6-9c69-7faa63353991
hsr layout,1445284,Therapeia Skin Hair and Ent Centre,General Dermatology,9,8ecd5a8e-249f-42bb-98d4-b8d2cbc81410
hsr layout,1181137,Skin And Hair Science ®,General Dermatology,9,53153e59-632f-4660-8cc3-44a41cdb2545
hsr layout,730774,Pristine Consultation & Diagnoctic Center,General Gynecology; General Surgeon,9,c38e1e7a-6d81-4eea-9359-308b83d9d003
hsr layout,664084,Vinayaka Netralaya,General Ophthalmology,9,d4988563-b2d7-4b84-b055-ef3b9a085420
hsr layout,1466256,Psysutram Mental Health Services,General Physician,9,ec4a74f2-b68e-47b1-b807-ec58face18db
hsr layout,1447795,TMS Mindspace,General Physician; General Psychiatry,9,e6d5c875-a7d8-4569-8ae8-e4cfc6011c96
hsr layout,1280230,Kshema Hospital,General Physician; Physiotherapist,9,420987ba-b78e-4a79-b38b-445bcc418244
hsr layout,1428500,Klear Space Mental Health Counseling & Therapy,General Psychiatry,9,8a186b18-4f06-4991-b9cc-ed1bbdabfbb5
hsr layout,1370619,Perfect Bounce HSR Club,Physiotherapist,9,c2515272-de8b-42ac-9002-b5f8cba10977
hsr layout,1260801,Perfect Bounce,Physiotherapist,9,4ed41949-1e69-4a2e-9f67-471dbc46f6ef
hsr layout,1209360,Apollo clinic,Cardiologist; Dietitian; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; Oncologist; Radiology; Urologist,8,f3dbe3ab-db57-470f-ad4f-7d26c6fec563
hsr layout,1434600,Aesthetica Veda,Cosmetic/Plastic Surgeon; General Dermatology,8,cf9ecc41-8450-4604-80cb-c93eae4a377f
hsr layout,1270354,Tejas Medical Center,Gastroenterologist,8,50ed5501-8a10-48d4-b385-726737a7666c
hsr layout,1325914,Pristine Dental Advanced Multi-Speciality Clinic,General Dentistry,8,c0e21560-352d-4be0-a10b-8d6fd4bffbab
hsr layout,720767,Intact Dental Multi-Speciality Dental Clinic,General Dentistry,8,2f1c8a24-81fa-4af5-b3bd-c19d321d2efe
hsr layout,1111419,St. John's Dental Clinic,General Dentistry,8,76e3e0bc-7cf5-4439-9102-60903a246438
hsr layout,1331891,Pearl Clinic,General Dermatology; General Pediatrics,8,fb927e69-0942-43f0-acb2-8e68a0c5bbb3
hsr layout,1466762,Care And Cure Hospital,General Gynecology,8,36d2424c-4807-4b66-9060-48c33f3b5717
hsr layout,794901,Women Care & Infertility Speciality Clinic,General Gynecology,8,be525e0a-0c6c-4144-a3f8-4aeb9f47e9b5
hsr layout,1150914,Daivik women and child clinic,General Gynecology; General Pediatrics,8,a84fe74f-6dfa-48ad-aab2-6338088a8eb7
hsr layout,1439631,Arshu  Women's Clinic,General Gynecology,8,ccdbf45c-3cc0-44f9-882f-edbc03647dbc
hsr layout,628911,Gracious Eye Clinic And Surgical Centre,General Ophthalmology,8,8a3947e4-3462-45ef-87ab-93b7d722c882
hsr layout,766670,Nelivigi Eye Hospital And Surgical Centre,General Ophthalmology,8,464711f8-423d-4aa0-bb4c-c0e79729aa2e
hsr layout,1138350,Ebisu Eye Care Center,General Ophthalmology; Radiology,8,3318b2d6-05d0-4ec8-b9b4-433b33df55e5
hsr layout,1605474,BabyMD - The Children's Clinic,General Pediatrics; Occupational Therapist,8,b17ba958-3bfb-4fed-be51-18ede406fdd2
hsr layout,687094,M.V. Centre For Diabetes,General Physician,8,3024255e-195a-4d2e-b30e-b33cc4b552a3
hsr layout,1133008,Lava's Clinic,General Physician,8,bccd793b-b163-4470-81ea-d17bd912d067
hsr layout,1297560,Almondin For Psychological Wellbeing,General Psychiatry,8,d5820d4a-d758-4a9e-a181-4c9ce9136aa7
hsr layout,2165220,RR Physiotherapy Multi Speciality Clinic,Physiotherapist,8,dbeab583-7b5d-41fc-bf4c-6d1e25eb710f
hsr layout,1464903,Octave Speech Centre,Speech Therapist,8,da059928-15c5-45af-8551-1119199175fa
hsr layout,663475,Dr. Mercy's ENT Clinic,ENT,7,9327fff2-daa4-4a3f-8492-51d0a3c48194
hsr layout,1242017,Ayurveda,General Alt Medicine,7,80a98441-e276-4985-94e1-a90845296591
hsr layout,1246596,Acharya Manish Ji Ayurveda Centre,General Alt Medicine,7,1f131531-8021-45b9-8966-c95416d71d5e
hsr layout,1458328,The Dental Venue,General Dentistry,7,884837ec-c2ec-4baf-8be7-8c05f11a38a4
hsr layout,649702,Dental Clinic & Orthodontic Center,General Dentistry,7,d4986931-84a8-43b8-9cf1-bd1de376a9f8
hsr layout,1242978,Ivory Smiles Dental Clinic,General Dentistry,7,c43d89f5-75ae-41e9-954c-b0524544d6f2
hsr layout,1430453,Rays Kids Dentistry and Family Dental Care,General Dentistry,7,849447d6-2a69-4176-9422-170cb4a3addf
hsr layout,679737,Niva Medical Centre,General Dermatology,7,013c76b0-eb29-49d8-8d56-9c90ac3fc66b
hsr layout,1416965,Aspire Fertility Center,General Gynecology,7,ae759ded-9a97-4dbd-a2b1-a060a19e7bb1
hsr layout,1260189,Child Care Clinic,General Pediatrics,7,1d835c99-a031-41b3-9585-58c20b29ca6d
hsr layout,1378159,Oasis Health Care,General Physician,7,290f7a27-7240-4ca8-a700-8d1a7c842575
